id,status,name,also_known_as,aliases,type,founded,hq_country,hq_region,ownership,sector,segment,features,specialization,aum,parent_company,transactions_count,was_added,created_by,was_changed,modified_by,search_index,arc_website,IG_ID,investor_role
,IMPORTED,Arcanix,,,Strategic / CVC,2023,United Kingdom,Western Europe,Private,Platform & Tech,Platform & Tech,AI/ML,Generalist,,,0,2025-09-05 01:23:37,,2025-09-05 01:23:37,,"Arcanix, United Kingdom, Western Europe",https://arcanix.ai/,4152,TARGET
,TO BE ENRICHED,Arche Fund,,,Investor,,,,Private,,,,Generalist,,,0,2025-09-05 01:23:37,,2025-09-05 01:23:37,,Arche Fund,,4125,participant
,TO BE ENRICHED,Archetype,,,Investor,,,,Private,,,,Generalist,,,0,2025-09-05 01:23:37,,2025-09-05 01:23:37,,Archetype,,"2175, 4116","participant, participant"
,IMPORTED,Archosaur Games,"SEHK:9990, ZuLong Entertainment","Archosaur Games (SEHK:9990),ZuLong Entertainment (Archosaur Games)",Strategic / CVC,2014,China,Eastern Asia,Private,Gaming (Content Development/Publishing),Mobile,,Generalist,,,1,2025-09-05 01:23:34,,2025-09-05 01:23:34,,"Archosaur Games, China, Eastern Asia",,311,TARGET
,TO BE ENRICHED,Aream & Co.,,,Investor,,,,Private,,,,Generalist,,,0,2025-09-05 01:23:37,,2025-09-05 01:23:37,,Aream & Co.,,1176,participant
,IS INCOMPLETE,Ares Interactive,,,TestType,1800,notenoughinformation,notenoughinformation,Private,Gaming,PC&Console,,Generalist,,,1,2025-09-05 01:23:37,,2025-09-05 01:23:37,,"Ares Interactive, notenoughinformation, notenoughinformation",https://www.walesinteractive.com/,4068,TARGET
,TO BE ENRICHED,Ark Invest,,,Investor,,,,Private,,,,Generalist,,,0,2025-09-05 01:23:37,,2025-09-05 01:23:37,,Ark Invest,,3788,participant
,TO BE ENRICHED,Arrington Capital,,,Investor,,,,Private,,,,Generalist,,,0,2025-09-05 01:23:37,,2025-09-05 01:23:37,,Arrington Capital,,3331,lead
,ENABLED,Arrowhead Game Studios,Arrowhead,,Strategic / CVC,2008,Sweden,Nordic Countries,Private,Gaming (Content Development/Publishing),PC/Console,,Generalist,,,0,2025-09-05 01:23:37,,2025-09-05 01:23:37,,"Arrowhead Game Studios, Sweden, Nordic Countries",https://www.arrowheadgamestudios.com/,4073,TARGET
,IMPORTED,ArtCraft Entertainment,,,Strategic / CVC,2013,USA,North America,Private,Gaming (Content Development/Publishing),PC/Console,,Generalist,,,0,2025-09-05 01:23:33,,2025-09-05 01:23:33,,"ArtCraft Entertainment, USA, North America",www.crowfall.com,37,TARGET
,IMPORTED,Artie,,,Strategic / CVC,2018,USA,North America,Private,Platform & Tech,Blockchain-powered,"AI/ML, Blockchain/web3",Generalist,,,0,2025-09-05 01:23:34,,2025-09-05 01:23:34,,"Artie, USA, North America",https://www.artie.com,"808, 1435","TARGET, TARGET"
,IMPORTED,Artlabs,,,Strategic / CVC,2019,Turkey,Middle East,Private,Platform & Tech,Blockchain-powered,Blockchain/web3,Generalist,,,0,2025-09-05 01:23:35,,2025-09-05 01:23:35,,"Artlabs, Turkey, Middle East",https://artlabs.ai/about-us,2107,TARGET
,IMPORTED,Arvis Games,,,Strategic / CVC,2019,Turkey,Middle East,Private,Gaming (Content Development/Publishing),Mobile,,Generalist,,,0,2025-09-05 01:23:37,,2025-09-05 01:23:37,,"Arvis Games, Turkey, Middle East",https://www.mavisgames.com/,4089,TARGET
,TO BE ENRICHED,Arweave,,,Investor,,,,Private,,,,Generalist,,,0,2025-09-05 01:23:37,,2025-09-05 01:23:37,,Arweave,,3358,participant
,TO BE ENRICHED,Asahi Shimbun,,,Investor,,,,Private,,,,Generalist,,,0,2025-09-05 01:23:37,,2025-09-05 01:23:37,,Asahi Shimbun,,4059,participant
,TO BE ENRICHED,Asset Management Arm,,,Investor,,,,Private,,,,Generalist,,,0,2025-09-05 01:23:37,,2025-09-05 01:23:37,,Asset Management Arm,,2781,participant
,TO BE ENRICHED,Astana Hub Venture Fund,,,Investor,,,,Private,,,,Generalist,,,0,2025-09-05 01:23:37,,2025-09-05 01:23:37,,Astana Hub Venture Fund,,4103,lead
,IMPORTED,Astrid Entertainment,,,Strategic / CVC,2022,USA,North America,Private,Gaming (Content Development/Publishing),PC/Console,,Generalist,,,0,2025-09-05 01:23:35,,2025-09-05 01:23:35,,"Astrid Entertainment, USA, North America",https://astridentertainment.com,2455,TARGET
,TO BE ENRICHED,Asva Capital,,,Investor,,,,Private,,,,Generalist,,,0,2025-09-05 01:23:37,,2025-09-05 01:23:37,,Asva Capital,,3733,participant
,TO BE ENRICHED,Atari,,,Investor,,,,Private,,,,Generalist,,,0,2025-09-05 01:23:37,,2025-09-05 01:23:37,,Atari,,"2890, 4170, 4186","lead, lead, lead"
,ENABLED,Atari,,,Strategic / CVC,1972,USA,North America,Public,Gaming (Content Development/Publishing),Multiplatform/Web,,Generalist,,,13,2025-09-05 01:23:33,,2025-09-05 01:23:33,,"Atari, USA, North America",https://www.atari.com/,"128, 666, 1886","TARGET, TARGET, TARGET"
,TO BE ENRICHED,Atlas AI,,,Investor,,,,Private,,,,Generalist,,,0,2025-09-05 01:23:37,,2025-09-05 01:23:37,,Atlas AI,,4150,participant
,IMPORTED,AudioMob,,,Strategic / CVC,2019,United Kingdom,British Isles,Private,Platform & Tech,Tech,,Generalist,,,0,2025-09-05 01:23:35,,2025-09-05 01:23:35,,"AudioMob, United Kingdom, British Isles",https://audiomob.com/,1500,TARGET
,IMPORTED,Autoverse Studios,,,Strategic / CVC,2022,USA,North America,Private,Platform & Tech,Blockchain-powered,Blockchain/web3,Generalist,,,0,2025-09-05 01:23:36,,2025-09-05 01:23:36,,"Autoverse Studios, USA, North America",https://www.autolegends.com/,3596,TARGET
,TO BE ENRICHED,Avalanche Foundation,,,Investor,,,,Private,,,,Generalist,,,0,2025-09-05 01:23:37,,2025-09-05 01:23:37,,Avalanche Foundation,,4098,participant
,IMPORTED,Avalon Corp.,Avalon,,Strategic / CVC,2023,USA,North America,Private,Platform & Tech,Blockchain-powered,Blockchain/web3,Generalist,,,0,2025-09-05 01:23:35,,2025-09-05 01:23:35,,"Avalon Corp., USA, North America",https://playavalon.com/,2666,TARGET
,TO BE ENRICHED,Avocado DAO,,,Investor,,,,Private,,,,Generalist,,,0,2025-09-05 01:23:37,,2025-09-05 01:23:37,,Avocado DAO,,2114,participant
,TO BE ENRICHED,Avocado Guild,,,Investor,,,,Private,,,,Generalist,,,0,2025-09-05 01:23:37,,2025-09-05 01:23:37,,Avocado Guild,,2666,participant
,TO BE ENRICHED,Awa Bank Capital,,,Investor,,,,Private,,,,Generalist,,,0,2025-09-05 01:23:37,,2025-09-05 01:23:37,,Awa Bank Capital,,4059,participant
,IMPORTED,Axell Studio,,,Strategic / CVC,2020,Turkey,Middle East,Private,Platform & Tech,Blockchain-powered,Blockchain/web3,Generalist,,,0,2025-09-05 01:23:34,,2025-09-05 01:23:34,,"Axell Studio, Turkey, Middle East",,400,TARGET
,TO BE ENRICHED,Axia Infinity Ventures,,,Investor,,,,Private,,,,Generalist,,,0,2025-09-05 01:23:37,,2025-09-05 01:23:37,,Axia Infinity Ventures,,1186,participant
,TO BE ENRICHED,Aza Ventures,,,Investor,,,,Private,,,,Generalist,,,0,2025-09-05 01:23:37,,2025-09-05 01:23:37,,Aza Ventures,,3733,participant
,IMPORTED,Azerion,"ENXTAM: AZRN, Azerion Group NV",Azerion (ENXTAM: AZRN),Strategic / CVC,2014,Netherlands,Western Europe,Private,Gaming (Content Development/Publishing),Multiplatform/Web,,Generalist,,,9,2025-09-05 01:23:35,,2025-09-05 01:23:35,,"Azerion, Netherlands, Western Europe",https://www.azerion.com/,1793,TARGET
,TO BE ENRICHED,Azerion,,,Investor,,,,Private,,,,Generalist,,,0,2025-09-05 01:23:37,,2025-09-05 01:23:37,,Azerion,,75,lead
,IMPORTED,Azerion,"ENXTAM: AZRN, Azerion Group NV",Azerion (ENXTAM: AZRN),Strategic / CVC,2014,Netherlands,Western Europe,Private,Gaming (Content Development/Publishing),Multiplatform/Web,,Generalist,,,9,2025-09-05 01:23:34,,2025-09-05 01:23:34,,"Azerion, Netherlands, Western Europe",,1009,TARGET
,IMPORTED,Azuro,,,Strategic / CVC,2021,USA,North America,Private,Platform & Tech,Blockchain-powered,Blockchain/web3,Generalist,,,0,2025-09-05 01:23:36,,2025-09-05 01:23:36,,"Azuro, USA, North America",https://azuro.org/,3331,TARGET
,TO BE ENRICHED,B Dash Ventures,,,Investor,,,,Private,,,,Generalist,,,0,2025-09-05 01:23:37,,2025-09-05 01:23:37,,B Dash Ventures,,"2482, 3100","participant, participant"
,TO BE ENRICHED,BACE Capital,,,Investor,,,,Private,,,,Generalist,,,0,2025-09-05 01:23:37,,2025-09-05 01:23:37,,BACE Capital,,4138,participant
,TO BE ENRICHED,BAI Capital,,,Investor,,,,Private,,,,Generalist,,,0,2025-09-05 01:23:37,,2025-09-05 01:23:37,,BAI Capital,,86,participant
,ENABLED,BANANACULTURE GAMING & MEDIA,"Bananaculture, Banana Gaming & Media",,Strategic / CVC,2015,China,Eastern Asia,Private,Esports,Esports,,Generalist,,,0,2025-09-05 01:23:34,,2025-09-05 01:23:34,,"BANANACULTURE GAMING & MEDIA, China, Eastern Asia",,700,TARGET
,TO BE ENRICHED,BANDAI NAMCO Entertainment (021 Fund),,,Investor,,,,Private,,,,Generalist,,,0,2025-09-05 01:23:37,,2025-09-05 01:23:37,,BANDAI NAMCO Entertainment (021 Fund),,2476,lead
,TO BE ENRICHED,BGFG,,,Investor,,,,Private,,,,Generalist,,,0,2025-09-05 01:23:37,,2025-09-05 01:23:37,,BGFG,,2569,lead
,TO BE ENRICHED,BITKRAFT,,,Investor,,,,Private,,,,Generalist,,,0,2025-09-05 01:23:37,,2025-09-05 01:23:37,,BITKRAFT,,"4112, 4135","lead, lead"
,TO BE ENRICHED,BITKRAFT Ventures,,,Investor,,,,Private,,,,Generalist,,,0,2025-09-05 01:23:37,,2025-09-05 01:23:37,,BITKRAFT Ventures,,"2666, 2693, 2756, 2882, 3960","lead, lead, lead, lead, lead"
,TO BE ENRICHED,BNP Parbias,,,Investor,,,,Private,,,,Generalist,,,0,2025-09-05 01:23:37,,2025-09-05 01:23:37,,BNP Parbias,,3523,participant
,TO BE ENRICHED,BRV Capital,,,Investor,,,,Private,,,,Generalist,,,0,2025-09-05 01:23:37,,2025-09-05 01:23:37,,BRV Capital,,4095,participant
,TO BE ENRICHED,Back in Black Capital,,,Investor,,,,Private,,,,Generalist,,,0,2025-09-05 01:23:37,,2025-09-05 01:23:37,,Back in Black Capital,,3728,lead
,IMPORTED,Backstageplay,,,Strategic / CVC,2016,Canada,North America,Private,Platform & Tech,Blockchain-powered,Blockchain/web3,Generalist,,,0,2025-09-05 01:23:33,,2025-09-05 01:23:33,,"Backstageplay, Canada, North America",https://www.backstageplay.com/,"199, 3761","TARGET, TARGET"
,TO BE ENRICHED,Baidu,,,Investor,,,,Private,,,,Generalist,,,0,2025-09-05 01:23:37,,2025-09-05 01:23:37,,Baidu,,429,participant
,IMPORTED,Balancy,,,Strategic / CVC,2022,Cyprus,Middle East,Private,Platform & Tech,Tech,AI/ML,Generalist,,,0,2025-09-05 01:23:36,,2025-09-05 01:23:36,,"Balancy, Cyprus, Middle East",https://balancy.co/,3260,TARGET
,TO BE ENRICHED,Baldota Family Office,,,Investor,,,,Private,,,,Generalist,,,0,2025-09-05 01:23:37,,2025-09-05 01:23:37,,Baldota Family Office,,2819,participant
,TO BE ENRICHED,Ballista Capital,,,Investor,,,,Private,,,,Generalist,,,0,2025-09-05 01:23:37,,2025-09-05 01:23:37,,Ballista Capital,,3728,lead
,TO BE ENRICHED,Bandai Namco,,,Investor,,,,Private,,,,Generalist,,,0,2025-09-05 01:23:37,,2025-09-05 01:23:37,,Bandai Namco,,4132,participant
,TO BE ENRICHED,Bandai Namco 021 Fund,,,Investor,,,,Private,,,,Generalist,,,0,2025-09-05 01:23:37,,2025-09-05 01:23:37,,Bandai Namco 021 Fund,,4138,participant
,TO BE ENRICHED,Bandai Namco Entertainment (TYO: 7832),,,Investor,,,,Private,,,,Generalist,,,0,2025-09-05 01:23:37,,2025-09-05 01:23:37,,Bandai Namco Entertainment (TYO: 7832),,"2387, 2707, 2709, 3874","lead, lead, lead, lead"
,TO BE ENRICHED,Baron Davis Enterprises,,,Investor,,,,Private,,,,Generalist,,,0,2025-09-05 01:23:37,,2025-09-05 01:23:37,,Baron Davis Enterprises,,2215,participant
,TO BE ENRICHED,Base Ecosystem Fund,,,Investor,,,,Private,,,,Generalist,,,0,2025-09-05 01:23:37,,2025-09-05 01:23:37,,Base Ecosystem Fund,,3615,lead
,TO BE ENRICHED,Beam,,,Investor,,,,Private,,,,Generalist,,,0,2025-09-05 01:23:37,,2025-09-05 01:23:37,,Beam,,4098,lead
,TO BE ENRICHED,Beam FDN,,,Investor,,,,Private,,,,Generalist,,,0,2025-09-05 01:23:37,,2025-09-05 01:23:37,,Beam FDN,,4134,lead
,IMPORTED,Bebopbee,,,Strategic / CVC,2014,USA,North America,Private,Gaming (Content Development/Publishing),Mobile,,Generalist,,,0,2025-09-05 01:23:36,,2025-09-05 01:23:36,,"Bebopbee, USA, North America",https://www.bebopbee.com/,2756,TARGET
,TO BE ENRICHED,Becker Ventures,,,Investor,,,,Private,,,,Generalist,,,0,2025-09-05 01:23:37,,2025-09-05 01:23:37,,Becker Ventures,,3949,lead
,IMPORTED,Bedtime Digital Games,,,Strategic / CVC,2013,Denmark,Nordic Countries,Private,Gaming (Content Development/Publishing),PC/Console,,Generalist,,,0,2025-09-05 01:23:35,,2025-09-05 01:23:35,,"Bedtime Digital Games, Denmark, Nordic Countries",https://bedtime.io/,2658,TARGET
,IMPORTED,Beemi,,,Strategic / CVC,2023,Ethiopia,Africa,Private,Gaming (Content & Development Publishing),Mobile,,Generalist,,,0,2025-09-05 01:23:37,,2025-09-05 01:23:37,,"Beemi, Ethiopia, Africa",https://beemi.app/,4056,TARGET
,TO BE ENRICHED,Beijing Muyuan Technology,,,Investor,,,,Private,,,,Generalist,,,0,2025-09-05 01:23:37,,2025-09-05 01:23:37,,Beijing Muyuan Technology,,1662,lead
,TO BE ENRICHED,Benchmark,,,Investor,,,,Private,,,,Generalist,,,0,2025-09-05 01:23:37,,2025-09-05 01:23:37,,Benchmark,,4143,participant
,IMPORTED,Bespoke Pixel,,,Strategic / CVC,2024,Spain,Southern Europe,Private,Gaming (Content Development/Publishing),PC/Console,,Generalist,,,0,2025-09-05 01:23:36,,2025-09-05 01:23:36,,"Bespoke Pixel, Spain, Southern Europe",https://bespokepixel.studio/,3442,TARGET
,TO BE ENRICHED,Bessemer Venture Partners,,,Investor,,,,Private,,,,Generalist,,,0,2025-09-05 01:23:37,,2025-09-05 01:23:37,,Bessemer Venture Partners,,"453, 1286, 2419, 4011","lead, lead, participant, lead"
,IMPORTED,Beyond Frames Entertainment,,,Strategic / CVC,2014,Sweden,Western Europe,Private,Gaming (Content & Development Publishing),VR/AR,,Generalist,,,0,2025-09-05 01:23:37,,2025-09-05 01:23:37,,"Beyond Frames Entertainment, Sweden, Western Europe",https://beyondframes.com/,3823,TARGET
,TO BE ENRICHED,Beyond The Game Network,,,Investor,,,,Private,,,,Generalist,,,0,2025-09-05 01:23:37,,2025-09-05 01:23:37,,Beyond The Game Network,,249,lead
,IMPORTED,Bhooshans Junior,,,Strategic / CVC,2019,India,Southern and Central_Asia,Private,Platform & Tech,Platform,,Generalist,,,0,2025-09-05 01:23:36,,2025-09-05 01:23:36,,"Bhooshans Junior, India, Southern and Central_Asia",https://www.bhooshansjr.in/,2931,TARGET
,TO BE ENRICHED,Big Brain Holdings,,,Investor,,,,Private,,,,Generalist,,,0,2025-09-05 01:23:37,,2025-09-05 01:23:37,,Big Brain Holdings,,2782,participant
,IMPORTED,Big Run Studios,,,Strategic / CVC,2019,USA,North America,Private,Gaming (Content Development/Publishing),Mobile,,Generalist,,,0,2025-09-05 01:23:33,,2025-09-05 01:23:33,,"Big Run Studios, USA, North America",www.bigrunstudios.com,139,TARGET
,IMPORTED,Bigabid,,,Strategic / CVC,2015,Israel,Middle East,Private,Platform & Tech,Tech,AI/ML,Generalist,,,0,2025-09-05 01:23:37,,2025-09-05 01:23:37,,"Bigabid, Israel, Middle East",https://www.bigabid.com/,3868,TARGET
,IMPORTED,Bigbrain,,,Strategic / CVC,2019,USA,North America,Private,Other,Cash-related,Cash/Skill-based/RMG,Generalist,,,0,2025-09-05 01:23:36,,2025-09-05 01:23:36,,"Bigbrain, USA, North America",https://www.playbigbrain.com/,2788,TARGET
,ENABLED,Bilibili,NASDAQ: BILI,Bilibili (NASDAQ: BILI),Strategic / CVC,2009,China,Eastern Asia,Public,Platform & Tech,Platform,,Generalist,,,4,2025-09-05 01:23:33,,2025-09-05 01:23:33,,"Bilibili, China, Eastern Asia",https://www.bilibili.com/,"233, 2540","TARGET, TARGET"
,ENABLED,Bilibili Esports,Bilibili Gaming (BLG),,Strategic / CVC,2017,China,Eastern Asia,Private,Esports,Esports,,Generalist,,Bilibili,0,2025-09-05 01:23:34,,2025-09-05 01:23:34,,"Bilibili Esports, China, Eastern Asia",,701,TARGET
,TO BE ENRICHED,Binance,,,Investor,,,,Private,,,,Generalist,,,0,2025-09-05 01:23:37,,2025-09-05 01:23:37,,Binance,,"1702, 1986","lead, lead"
,TO BE ENRICHED,Binance Labs,,,Investor,,,,Private,,,,Generalist,,,0,2025-09-05 01:23:37,,2025-09-05 01:23:37,,Binance Labs,,2776,lead
,TO BE ENRICHED,Bing Ventures,,,Investor,,,,Private,,,,Generalist,,,0,2025-09-05 01:23:37,,2025-09-05 01:23:37,,Bing Ventures,,4075,participant
,IMPORTED,Bit Cake Studio,,,Strategic / CVC,2013,Brazil,Latin America,Private,Gaming (Content & Development Publishing),PC/Console,,Generalist,,,0,2025-09-05 01:23:37,,2025-09-05 01:23:37,,"Bit Cake Studio, Brazil, Latin America",https://www.bitcake.studio/,3975,TARGET
,IMPORTED,Bit Fry Game Studios,Bit Fry,,Strategic / CVC,2013,USA,North America,Private,Gaming (Content Development/Publishing),Mobile,,Generalist,,,0,2025-09-05 01:23:35,,2025-09-05 01:23:35,,"Bit Fry Game Studios, USA, North America",https://www.bitfry.com/,2522,TARGET
,IMPORTED,BitBall,,,Strategic / CVC,2018,USA,North America,Private,Platform & Tech,Blockchain-powered,Blockchain/web3,Generalist,,,0,2025-09-05 01:23:36,,2025-09-05 01:23:36,,"BitBall, USA, North America",http://www.home.bitball.io/,3457,TARGET
,TO BE ENRICHED,Bitfun Capital,,,Investor,,,,Private,,,,Generalist,,,0,2025-09-05 01:23:37,,2025-09-05 01:23:37,,Bitfun Capital,,3457,lead
,TO BE ENRICHED,Bitkraft Ventures,,,Investor,,,,Private,,,,Generalist,,,0,2025-09-05 01:23:37,,2025-09-05 01:23:37,,Bitkraft Ventures,,4153,lead
,ENABLED,Black Matter - Hell Let Loose (IP sale),"Hell Let Loose, HLL",,Strategic / CVC,2021,Australia,Australia and New_Zealand,Private,Gaming (Content Development/Publishing),PC/Console,,Generalist,,,0,2025-09-05 01:23:35,,2025-09-05 01:23:35,,"Black Matter - Hell Let Loose (IP sale), Australia, Australia and New_Zealand",https://store.steampowered.com/app/686810/Hell_Let_Loose/,1679,TARGET
,TO BE ENRICHED,Black Phoenix Games,,,Investor,,,,Private,,,,Generalist,,,0,2025-09-05 01:23:37,,2025-09-05 01:23:37,,Black Phoenix Games,,4058,participant
,TO BE ENRICHED,Black Voices in Gaming,,,Investor,,,,Private,,,,Generalist,,,0,2025-09-05 01:23:37,,2025-09-05 01:23:37,,Black Voices in Gaming,,"2950, 2951, 2952, 2953","lead, lead, lead, lead"
,TO BE ENRICHED,Blackbird Interactive,,,Investor,,,,Private,,,,Generalist,,,0,2025-09-05 01:23:37,,2025-09-05 01:23:37,,Blackbird Interactive,,4157,lead
,IMPORTED,Blackbird Interactive,,,Strategic / CVC,2007,Canada,North America,Private,Gaming (Content Development/Publishing),PC/Console,,Generalist,,,0,2025-09-05 01:23:37,,2025-09-05 01:23:37,,"Blackbird Interactive, Canada, North America",https://blackbirdinteractive.com/,3945,TARGET
,IMPORTED,Blacknut,,,Strategic / CVC,2016,France,Western Europe,Private,Platform & Tech,Tech,,Generalist,,,0,2025-09-05 01:23:35,,2025-09-05 01:23:35,,"Blacknut, France, Western Europe",https://www.blacknut.biz/,2153,TARGET
,TO BE ENRICHED,Blackstone,,,Investor,,,,Private,,,,Generalist,,,0,2025-09-05 01:23:37,,2025-09-05 01:23:37,,Blackstone,,674,lead
,TO BE ENRICHED,Blockchain Founders Fund,,,Investor,,,,Private,,,,Generalist,,,0,2025-09-05 01:23:37,,2025-09-05 01:23:37,,Blockchain Founders Fund,,1701,lead
,IMPORTED,Blocplay Entertainment,,,Strategic / CVC,2014,Canada,North America,Private,Platform & Tech,Platform,,Generalist,,,0,2025-09-05 01:23:34,,2025-09-05 01:23:34,,"Blocplay Entertainment, Canada, North America",,536,TARGET
,IMPORTED,Blue Dot Games,,,Strategic / CVC,2023,United Kingdom,British Isles,Private,Gaming (Content Development/Publishing),PC/Console,,Generalist,,,0,2025-09-05 01:23:37,,2025-09-05 01:23:37,,"Blue Dot Games, United Kingdom, British Isles",https://www.bluedotgames.com/,3858,TARGET
,IMPORTED,Blue Hat Interactive,NASDAQ: BHAT,Blue Hat Interactive (NASDAQ: BHAT),Strategic / CVC,2010,China,Eastern Asia,Private,Gaming (Content Development/Publishing),Mobile,,Generalist,,,0,2025-09-05 01:23:37,,2025-09-05 01:23:37,,"Blue Hat Interactive, China, Eastern Asia",http://www.bluehatgroup.com/,3819,TARGET
,TO BE ENRICHED,Bo?azici Ventures,,,Investor,,,,Private,,,,Generalist,,,0,2025-09-05 01:23:37,,2025-09-05 01:23:37,,Bo?azici Ventures,,2306,lead
,TO BE ENRICHED,Bogazici Ventures,,,Investor,,,,Private,,,,Generalist,,,0,2025-09-05 01:23:37,,2025-09-05 01:23:37,,Bogazici Ventures,,4129,lead
,TO BE ENRICHED,Bond,,,Investor,,,,Private,,,,Generalist,,,0,2025-09-05 01:23:37,,2025-09-05 01:23:37,,Bond,,1033,lead
,IMPORTED,BoomTV,,,Strategic / CVC,2015,USA,North America,Private,Esports,Esports,,Generalist,,,0,2025-09-05 01:23:34,,2025-09-05 01:23:34,,"BoomTV, USA, North America",,667,TARGET
,TO BE ENRICHED,Boost VC,,,Investor,,,,Private,,,,Generalist,,,0,2025-09-05 01:23:37,,2025-09-05 01:23:37,,Boost VC,,"2081, 4124","participant, lead"
,TO BE ENRICHED,Borderless Capital,,,Investor,,,,Private,,,,Generalist,,,0,2025-09-05 01:23:37,,2025-09-05 01:23:37,,Borderless Capital,,2274,lead
,TO BE ENRICHED,Boss Studio,,,Investor,,,,Private,,,,Generalist,,,0,2025-09-05 01:23:37,,2025-09-05 01:23:37,,Boss Studio,,3327,lead
,ENABLED,Bossa Studios - Bossa Games (IP sale),Bossa Games,,Strategic / CVC,2010,United Kingdom,British Isles,Private,Gaming,PC&Console,,Generalist,,,0,2025-09-05 01:23:35,,2025-09-05 01:23:35,,"Bossa Studios - Bossa Games (IP sale), United Kingdom, British Isles",,2279,TARGET
,TO BE ENRICHED,Box Group,,,Investor,,,,Private,,,,Generalist,,,0,2025-09-05 01:23:37,,2025-09-05 01:23:37,,Box Group,,2802,participant
,TO BE ENRICHED,Boyu Capital,,,Investor,,,,Private,,,,Generalist,,,0,2025-09-05 01:23:37,,2025-09-05 01:23:37,,Boyu Capital,,2286,lead
,TO BE ENRICHED,Bpifrance,,,Investor,,,,Private,,,,Generalist,,,0,2025-09-05 01:23:37,,2025-09-05 01:23:37,,Bpifrance,,4048,participant
,IMPORTED,Braavo Capital,,,Strategic / CVC,2015,USA,North America,Private,Other,Other,,Generalist,,,0,2025-09-05 01:23:36,,2025-09-05 01:23:36,,"Braavo Capital, USA, North America",https://www.getbraavo.com/,3428,TARGET
