id,status,name,also_known_as,aliases,type,founded,hq_country,hq_region,ownership,sector,segment,features,specialization,aum,parent_company,transactions_count,was_added,created_by,was_changed,modified_by,search_index,arc_website,IG_ID,investor_role
,IMPORTED,Mogul,,,Strategic / CVC,2016,Australia,Australia and New_Zealand,Private,Esports,Esports,,Generalist,,,0,05/09/2025 01:23,,05/09/2025 01:23,,"Mogul, Australia, Australia and New_Zealand",,501,TARGET
,IMPORTED,Mokens League,,,Strategic / CVC,2021,Spain,Southern Europe,Private,Platform & Tech,Blockchain-powered,Blockchain/web3,Generalist,,,0,05/09/2025 01:23,,05/09/2025 01:23,,"Mokens League, Spain, Southern Europe",https://www.mokensleague.com/,2003,TARGET
,TO BE ENRICHED,Momentum6,,,Investor,,,,Private,,,,Generalist,,,0,05/09/2025 01:23,,05/09/2025 01:23,,Momentum6,,3356,participant
,IMPORTED,Mona,,,Strategic / CVC,2021,United States,North America,Private,Platform & Tech,Platform & Tech,Blockchain/web3,Generalist,,,0,05/09/2025 01:23,,05/09/2025 01:23,,"Mona, United States, North America",https://monaverse.com/,2175,TARGET
,IMPORTED,MonoAI,,,Strategic / CVC,2013,Japan,Eastern Asia,Private,Platform & Tech,Tech,AI/ML,Generalist,,,0,05/09/2025 01:23,,05/09/2025 01:23,,"MonoAI, Japan, Eastern Asia",https://monoai.co.jp/,1769,TARGET
,TO BE ENRICHED,Monoceros,,,Investor,,,,Private,,,,Generalist,,,0,05/09/2025 01:23,,05/09/2025 01:23,,Monoceros,,2693,participant
,IMPORTED,Monster League,,,Strategic / CVC,2021,Spain,Southern Europe,Private,Platform & Tech,Blockchain-powered,Blockchain/web3,Generalist,,,0,05/09/2025 01:23,,05/09/2025 01:23,,"Monster League, Spain, Southern Europe",https://monsterleaguestudios.com/,3750,TARGET
,IMPORTED,Moon Candy,,,Strategic / CVC,2022,USA,North America,Private,Gaming (Content Development/Publishing),PC/Console,,Generalist,,,0,05/09/2025 01:23,,05/09/2025 01:23,,"Moon Candy, USA, North America",https://www.mooncandy.games/,2846,TARGET
,TO BE ENRICHED,Moon Pay,,,Investor,,,,Private,,,,Generalist,,,0,05/09/2025 01:23,,05/09/2025 01:23,,Moon Pay,,2781,participant
,TO BE ENRICHED,Moon Ray,,,Investor,,,,Private,,,,Generalist,,,0,05/09/2025 01:23,,05/09/2025 01:23,,Moon Ray,,1973,participant
,IMPORTED,Moon Star Games,,,Strategic / CVC,2016,Turkey,Middle East,Private,Gaming (Content Development/Publishing),Mobile,,Generalist,,,0,05/09/2025 01:23,,05/09/2025 01:23,,"Moon Star Games, Turkey, Middle East",https://www.librasoftworks.com/,1613,TARGET
,TO BE ENRICHED,MoonPay,,,Investor,,,,Private,,,,Generalist,,,0,05/09/2025 01:23,,05/09/2025 01:23,,MoonPay,,2781,participant
,TO BE ENRICHED,Moonfire,,,Investor,,,,Private,,,,Generalist,,,0,05/09/2025 01:23,,05/09/2025 01:23,,Moonfire,,2882,participant
,IMPORTED,Moonlit S.A.,WSE:MLT,Moonlit S.A. (WSE:MLT),Strategic / CVC,2014,Poland,Eastern Europe,Private,Gaming (Content Development/Publishing),PC/Console,,Generalist,,,0,05/09/2025 01:23,,05/09/2025 01:23,,"Moonlit S.A., Poland, Eastern Europe",,350,TARGET
,IMPORTED,Moonveil Entertainment,,,Strategic / CVC,2022,USA,North America,Private,Platform & Tech,Blockchain-powered,Blockchain/web3,Generalist,,,0,05/09/2025 01:23,,05/09/2025 01:23,,"Moonveil Entertainment, USA, North America",https://www.moonveil.gg/,4171,TARGET
,TO BE ENRICHED,Morning Star Ventures,,,Investor,,,,Private,,,,Generalist,,,0,05/09/2025 01:23,,05/09/2025 01:23,,Morning Star Ventures,,2666,participant
,TO BE ENRICHED,Morningstar Ventures,,,Investor,,,,Private,,,,Generalist,,,0,05/09/2025 01:23,,05/09/2025 01:23,,Morningstar Ventures,,3356,participant
,ENABLED,Motap - Idle King (IP sale),Idle King,,Strategic / CVC,2022,Germany,Western Europe,Private,Gaming (Content Development/Publishing),Mobile,,Generalist,,,0,05/09/2025 01:23,,05/09/2025 01:23,,"Motap - Idle King (IP sale), Germany, Western Europe",,2523,TARGET
,IMPORTED,Motorica,,,Strategic / CVC,2020,Sweden,Western Europe,Private,Platform & Tech,Platform & Tech,AI/ML,Generalist,,,0,05/09/2025 01:23,,05/09/2025 01:23,,"Motorica, Sweden, Western Europe",https://www.motorica.ai/,4092,TARGET
,ENABLED,Motorsport Games,NASDAQ: MSGM,Motorsport Games (NASDAQ: MSGM),Strategic / CVC,2018,USA,North America,Private,Gaming (Content Development/Publishing),PC/Console,,Generalist,,,2,05/09/2025 01:23,,05/09/2025 01:23,,"Motorsport Games, USA, North America",https://motorsportgames.com/,"694, 2602, 2606, 2607, 3565","TARGET, TARGET, TARGET, TARGET, TARGET"
,IMPORTED,Mountainside Games,,,Strategic / CVC,2000,Canada,North America,Private,Esports,Esports,,Generalist,,,0,05/09/2025 01:23,,05/09/2025 01:23,,"Mountainside Games, Canada, North America",,657,TARGET
,ENABLED,Mountaintop Studios,,,Strategic / CVC,2020,USA,North America,Private,Gaming (Content Development/Publishing),PC/Console,,Generalist,,,0,05/09/2025 01:23,,05/09/2025 01:23,,"Mountaintop Studios, USA, North America",,766,TARGET
,IMPORTED,Movie Games,,,Strategic / CVC,2017,Poland,Eastern Europe,Private,Gaming (Content Development/Publishing),Mobile,,Generalist,,,0,05/09/2025 01:23,,05/09/2025 01:23,,"Movie Games, Poland, Eastern Europe",,614,TARGET
,IMPORTED,Moxiang Ruzhi,,,Strategic / CVC,2000,China,Eastern Asia,Private,Gaming (Content Development/Publishing),PC/Console,,Generalist,,,0,05/09/2025 01:23,,05/09/2025 01:23,,"Moxiang Ruzhi, China, Eastern Asia",,3128,TARGET
,IMPORTED,Moxy.io,Moxy,,Strategic / CVC,2021,Canada,North America,Private,Platform & Tech,Blockchain-powered,Blockchain/web3,Generalist,,,0,05/09/2025 01:23,,05/09/2025 01:23,,"Moxy.io, Canada, North America",https://moxy.io/,3247,TARGET
,IMPORTED,Mubert,,,Strategic / CVC,2016,USA,North America,Private,Platform & Tech,Tech,AI/ML,Generalist,,,0,05/09/2025 01:23,,05/09/2025 01:23,,"Mubert, USA, North America",https://mubert.com/,1467,TARGET
,TO BE ENRICHED,Mulana Capital,,,Investor,,,,Private,,,,Generalist,,,0,05/09/2025 01:23,,05/09/2025 01:23,,Mulana Capital,,2781,participant
,IMPORTED,MyDearest,,,Strategic / CVC,2016,Japan,Eastern Asia,Private,Gaming (Content Development/Publishing),VR/AR,,Generalist,,,0,05/09/2025 01:23,,05/09/2025 01:23,,"MyDearest, Japan, Eastern Asia",https://mydearestvr.com/,4059,TARGET
,IMPORTED,MyGamez,,,Strategic / CVC,2013,China,Eastern Asia,Private,Gaming (Content Development/Publishing),Mobile,,Generalist,,,0,05/09/2025 01:23,,05/09/2025 01:23,,"MyGamez, China, Eastern Asia",https://mygamez.com/,218,TARGET
,TO BE ENRICHED,Myrlid,,,Investor,,,,Private,,,,Generalist,,,0,05/09/2025 01:23,,05/09/2025 01:23,,Myrlid,,50,participant
,TO BE ENRICHED,Mystenlabs,,,Investor,,,,Private,,,,Generalist,,,0,05/09/2025 01:23,,05/09/2025 01:23,,Mystenlabs,,2799,participant
,ENABLED,N3TWORK Studios,N3tworks platform,N3TWORK,Strategic / CVC,2021,USA,North America,Private,Platform & Tech,Blockchain-powered,Blockchain/web3,Generalist,,,0,05/09/2025 01:23,,05/09/2025 01:23,,"N3TWORK Studios, USA, North America",http://www.n3twork.com/,1696,TARGET
,IMPORTED,NACON,PAR: NACON,NACON (PAR: NACON),Strategic / CVC,2019,France,Western Europe,Private,Other,Hardware,,Generalist,,,8,05/09/2025 01:23,,05/09/2025 01:23,,"NACON, France, Western Europe",www.nacongaming.com,109,TARGET
,TO BE ENRICHED,NEA,,,Investor,,,,Private,,,,Generalist,,,0,05/09/2025 01:23,,05/09/2025 01:23,,NEA,,1033,participant
,IMPORTED,NEKCOM Games,,,Strategic / CVC,2011,China,Eastern Asia,Private,Gaming (Content Development/Publishing),PC/Console,,Generalist,,,0,05/09/2025 01:23,,05/09/2025 01:23,,"NEKCOM Games, China, Eastern Asia",http://nekcomgames.com,3891,TARGET
,TO BE ENRICHED,NFT Tech,,,Investor,,,,Private,,,,Generalist,,,0,05/09/2025 01:23,,05/09/2025 01:23,,NFT Tech,,2172,lead
,TO BE ENRICHED,NFX,,,Investor,,,,Private,,,,Generalist,,,0,05/09/2025 01:23,,05/09/2025 01:23,,NFX,,2535,participant
,TO BE ENRICHED,NGC Fund,,,Investor,,,,Private,,,,Generalist,,,0,05/09/2025 01:23,,05/09/2025 01:23,,NGC Fund,,2114,participant
,IMPORTED,NIP Group,NASDAQ: NIPG,NIP Group (NASDAQ: NIPG),Strategic / CVC,2000,Sweden,Nordic Countries,Private,Esports,Esports,,Generalist,,,0,05/09/2025 01:23,,05/09/2025 01:23,,"NIP Group, Sweden, Nordic Countries",https://nip.gl/,3566,TARGET
,IMPORTED,NJD,,,Strategic / CVC,2022,Saudi Arabia,MENA,Private,Gaming (Content & Development Publishing),Mobile,,Generalist,,,0,05/09/2025 01:23,,05/09/2025 01:23,,"NJD, Saudi Arabia, MENA",https://njdstudio.net/,4145,TARGET
,TO BE ENRICHED,NOIA Capital,,,Investor,,,,Private,,,,Generalist,,,0,05/09/2025 01:23,,05/09/2025 01:23,,NOIA Capital,,3977,lead
,IMPORTED,NOVO Esports,,,Strategic / CVC,2023,Italy,Southern Europe,Private,Esports,Esports,,Generalist,,,0,05/09/2025 01:23,,05/09/2025 01:23,,"NOVO Esports, Italy, Southern Europe",https://novoesports.gg/,"3119, 3460","TARGET, TARGET"
,TO BE ENRICHED,NOW,,,Investor,,,,Private,,,,Generalist,,,0,05/09/2025 01:23,,05/09/2025 01:23,,NOW,,3100,participant
,TO BE ENRICHED,NPIF II,,,Investor,,,,Private,,,,Generalist,,,0,05/09/2025 01:23,,05/09/2025 01:23,,NPIF II,,3885,lead
,IMPORTED,NPU Games,,,Strategic / CVC,2021,Russia,Eastern Europe,Private,Gaming (Content Development/Publishing),Mobile,,Generalist,,,0,05/09/2025 01:23,,05/09/2025 01:23,,"NPU Games, Russia, Eastern Europe",https://npugames.com/,1210,TARGET
,IMPORTED,NSC Game Studio,,,Strategic / CVC,1800,South Korea,Asia,Private,Gaming (Content & Development Publishing),Multiplatform/Web,,Generalist,,,0,05/09/2025 01:23,,05/09/2025 01:23,,"NSC Game Studio, South Korea, Asia",https://nscgamestudio.ca/,3867,TARGET
,TO BE ENRICHED,NTT DOCOMO Ventures,,,Investor,,,,Private,,,,Generalist,,,0,05/09/2025 01:23,,05/09/2025 01:23,,NTT DOCOMO Ventures,,3230,lead
,IMPORTED,NZXT,,,Strategic / CVC,2015,USA,North America,Private,Other,Hardware,,Generalist,,,0,05/09/2025 01:23,,05/09/2025 01:23,,"NZXT, USA, North America",https://nzxt.com/,1601,TARGET
,IMPORTED,Nakamoto Games,,,Strategic / CVC,2020,Hong Kong,Asia,Private,Platform & Tech,Platform & Tech,Blockchain/web3,Generalist,,,0,05/09/2025 01:23,,05/09/2025 01:23,,"Nakamoto Games, Hong Kong, Asia",https://www.nakamoto.games/,3815,TARGET
,IMPORTED,Nakana,Nakana sp. z o.o,,Strategic / CVC,2018,Poland,Eastern Europe,Private,Gaming (Content Development/Publishing),Multiplatform/Web,,Generalist,,,0,05/09/2025 01:23,,05/09/2025 01:23,,"Nakana, Poland, Eastern Europe",https://www.nakana.io/,260,TARGET
,TO BE ENRICHED,Nan Fung Group,,,Investor,,,,Private,,,,Generalist,,,0,05/09/2025 01:23,,05/09/2025 01:23,,Nan Fung Group,,721,lead
,IMPORTED,Nanjing Hero,,,Strategic / CVC,2000,China,Eastern Asia,Private,Esports,Esports,,Generalist,,,0,05/09/2025 01:23,,05/09/2025 01:23,,"Nanjing Hero, China, Eastern Asia",,746,TARGET
,TO BE ENRICHED,Naver Webtoon,,,Investor,,,,Private,,,,Generalist,,,0,05/09/2025 01:23,,05/09/2025 01:23,,Naver Webtoon,,1585,participant
,TO BE ENRICHED,Naver Z,,,Investor,,,,Private,,,,Generalist,,,0,05/09/2025 01:23,,05/09/2025 01:23,,Naver Z,,2300,lead
,IS INCOMPLETE,Naver Z,,,TestType,1800,notenoughinformation,notenoughinformation,Private,Gaming,PC&Console,,Generalist,,,1,05/09/2025 01:23,,05/09/2025 01:23,,"Naver Z, notenoughinformation, notenoughinformation",https://web.zepeto.me/en,1585,TARGET
,TO BE ENRICHED,Nazara,,,Investor,,,,Private,,,,Generalist,,,0,05/09/2025 01:23,,05/09/2025 01:23,,Nazara,,2659,participant
,ENABLED,Nazara Technologies,NSE: NAZARA,Nazara Technologies (NSE: NAZARA),Strategic / CVC,1999,India,Southern and Central_Asia,Private,Gaming (Content Development/Publishing),Mobile,,Generalist,,,20,05/09/2025 01:23,,05/09/2025 01:23,,"Nazara Technologies, India, Southern and Central_Asia",https://corp.nazara.com,"786, 920, 1422, 2977, 3774","TARGET, TARGET, TARGET, TARGET, TARGET"
,TO BE ENRICHED,Nazara Technologies,,,Investor,,,,Private,,,,Generalist,,,0,05/09/2025 01:23,,05/09/2025 01:23,,Nazara Technologies,,3547,lead
,TO BE ENRICHED,Ndamukong Suh,,,Investor,,,,Private,,,,Generalist,,,0,05/09/2025 01:23,,05/09/2025 01:23,,Ndamukong Suh,,2215,participant
,ENABLED,Neon Machine,,,Strategic / CVC,2014,USA,North America,Private,Platform & Tech,Blockchain-powered,Blockchain/web3,Generalist,,,0,05/09/2025 01:23,,05/09/2025 01:23,,"Neon Machine, USA, North America",https://www.shrapnel.com/,4154,TARGET
,TO BE ENRICHED,Neowiz,,,Investor,,,,Private,,,,Generalist,,,0,05/09/2025 01:23,,05/09/2025 01:23,,Neowiz,,4138,participant
,TO BE ENRICHED,NetEase,,,Investor,,,,Private,,,,Generalist,,,0,05/09/2025 01:23,,05/09/2025 01:23,,NetEase,,"1033, 2455, 2475, 2780, 2784","participant, lead, lead, participant, participant"
,ENABLED,Netmarble - Iron Throne: The Firstborn (IP sale),Iron Throne: The Firstborn,,Strategic / CVC,2018,South Korea,Eastern Asia,Private,Gaming (Content Development/Publishing),Mobile,,Generalist,,,0,05/09/2025 01:23,,05/09/2025 01:23,,"Netmarble - Iron Throne: The Firstborn (IP sale), South Korea, Eastern Asia",http://www.playironthrone.com/,1650,TARGET
,TO BE ENRICHED,New Era Capital Partners,,,Investor,,,,Private,,,,Generalist,,,0,05/09/2025 01:23,,05/09/2025 01:23,,New Era Capital Partners,,4052,participant
,TO BE ENRICHED,New Form Capital,,,Investor,,,,Private,,,,Generalist,,,0,05/09/2025 01:23,,05/09/2025 01:23,,New Form Capital,,1328,participant
,TO BE ENRICHED,New business investment,,,Investor,,,,Private,,,,Generalist,,,0,05/09/2025 01:23,,05/09/2025 01:23,,New business investment,,3100,participant
,ENABLED,Nexon,TYO: 3659,Nexon (TYO: 3659),Strategic / CVC,1994,Japan,Eastern Asia,Private,Gaming (Content Development/Publishing),PC/Console,,Generalist,,Saudi Arabia's Public Investment Fund,2,05/09/2025 01:23,,05/09/2025 01:23,,"Nexon, Japan, Eastern Asia",https://www.nexon.com/,4182,TARGET
,ENABLED,Next Games,HLSE:NXTGMS,Next Games (HLSE:NXTGMS),Strategic / CVC,2013,Finland,Nordic Countries,Private,Gaming (Content Development/Publishing),Mobile,,Generalist,,,0,05/09/2025 01:23,,05/09/2025 01:23,,"Next Games, Finland, Nordic Countries",,908,TARGET
,IMPORTED,NextBeat,,,Strategic / CVC,2019,United Kingdom,Western Europe,Private,Gaming (Content & Development Publishing),Mobile,,Generalist,,,0,05/09/2025 01:23,,05/09/2025 01:23,,"NextBeat, United Kingdom, Western Europe",https://www.nextbeat.com/,4140,TARGET
,TO BE ENRICHED,Nexus Venture Partners,,,Investor,,,,Private,,,,Generalist,,,0,05/09/2025 01:23,,05/09/2025 01:23,,Nexus Venture Partners,,2659,participant
,TO BE ENRICHED,Niantic,,,Investor,,,,Private,,,,Generalist,,,0,05/09/2025 01:23,,05/09/2025 01:23,,Niantic,,1411,lead
,IMPORTED,Nice Plans Studio,,,Strategic / CVC,2024,Cyprus,Western Europe,Private,Gaming (Content & Development Publishing),Mobile,,Generalist,,,0,05/09/2025 01:23,,05/09/2025 01:23,,"Nice Plans Studio, Cyprus, Western Europe",https://niceplans.studio/,4078,TARGET
,TO BE ENRICHED,Nicolas Stehle,,,Investor,,,,Private,,,,Generalist,,,0,05/09/2025 01:23,,05/09/2025 01:23,,Nicolas Stehle,,3102,participant
,IMPORTED,Nightless Games,,,Strategic / CVC,2025,Germany,Western Europe,Private,Gaming (Content & Development Publishing),PC/Console,,Generalist,,,0,05/09/2025 01:23,,05/09/2025 01:23,,"Nightless Games, Germany, Western Europe",https://neverlightgame.com/,4040,TARGET
,IMPORTED,Nilo Technologies,,,Strategic / CVC,2024,United States,North America,Private,Platform & Tech,Platform & Tech,AI/ML,Generalist,,,0,05/09/2025 01:23,,05/09/2025 01:23,,"Nilo Technologies, United States, North America",https://www.nilo.io/,3824,TARGET
,TO BE ENRICHED,Nimble Ventures,,,Investor,,,,Private,,,,Generalist,,,0,05/09/2025 01:23,,05/09/2025 01:23,,Nimble Ventures,,68,participant
,IMPORTED,Nitro Games,STO: NITRO,Nitro Games (STO: NITRO),Strategic / CVC,2007,Finland,Nordic Countries,Private,Gaming (Content Development/Publishing),Mobile,,Generalist,,,1,05/09/2025 01:23,,05/09/2025 01:23,,"Nitro Games, Finland, Nordic Countries",https://www.nitrogames.com/,2856,TARGET
,IMPORTED,No Gravity Development,,,Strategic / CVC,2018,Poland,Eastern Europe,Private,Gaming (Content Development/Publishing),Outsourcing/WFH,,Generalist,,,0,05/09/2025 01:23,,05/09/2025 01:23,,"No Gravity Development, Poland, Eastern Europe",https://nogravitydevelopment.com/,3328,TARGET
,TO BE ENRICHED,No Limit Holdings,,,Investor,,,,Private,,,,Generalist,,,0,05/09/2025 01:23,,05/09/2025 01:23,,No Limit Holdings,,3358,participant
,IMPORTED,No Surrender,,,Strategic / CVC,2021,Turkey,Middle East,Private,Platform & Tech,Blockchain-powered,Blockchain/web3,Generalist,,,0,05/09/2025 01:23,,05/09/2025 01:23,,"No Surrender, Turkey, Middle East",https://nosurrender.studio/,3346,TARGET
,TO BE ENRICHED,Nodwin Gaming,,,Investor,,,,Private,,,,Generalist,,,0,05/09/2025 01:23,,05/09/2025 01:23,,Nodwin Gaming,,4163,lead
,ENABLED,Noice,,,Strategic / CVC,2020,Finland,Nordic Countries,Private,Platform & Tech,Platform,,Generalist,,,0,05/09/2025 01:23,,05/09/2025 01:23,,"Noice, Finland, Nordic Countries",https://noice.com/,1103,TARGET
,TO BE ENRICHED,Nomura Group,,,Investor,,,,Private,,,,Generalist,,,0,05/09/2025 01:23,,05/09/2025 01:23,,Nomura Group,,3356,lead
,TO BE ENRICHED,Nordea Bank,,,Investor,,,,Private,,,,Generalist,,,0,05/09/2025 01:23,,05/09/2025 01:23,,Nordea Bank,,3523,participant
,TO BE ENRICHED,NordicNinja,,,Investor,,,,Private,,,,Generalist,,,0,05/09/2025 01:23,,05/09/2025 01:23,,NordicNinja,,1664,participant
,TO BE ENRICHED,Norte Ventures,,,Investor,,,,Private,,,,Generalist,,,0,05/09/2025 01:23,,05/09/2025 01:23,,Norte Ventures,,2693,participant
,TO BE ENRICHED,Nostalgic Modern,,,Investor,,,,Private,,,,Generalist,,,0,05/09/2025 01:23,,05/09/2025 01:23,,Nostalgic Modern,,2802,participant
,TO BE ENRICHED,Notch Venture,,,Investor,,,,Private,,,,Generalist,,,0,05/09/2025 01:23,,05/09/2025 01:23,,Notch Venture,,3733,participant
,TO BE ENRICHED,Nvidia,,,Investor,,,,Private,,,,Generalist,,,0,05/09/2025 01:23,,05/09/2025 01:23,,Nvidia,,3281,lead
,TO BE ENRICHED,O.G. Tech Partners,,,Investor,,,,Private,,,,Generalist,,,0,05/09/2025 01:23,,05/09/2025 01:23,,O.G. Tech Partners,,2535,participant
,TO BE ENRICHED,OIG,,,Investor,,,,Private,,,,Generalist,,,0,05/09/2025 01:23,,05/09/2025 01:23,,OIG,,1973,participant
,TO BE ENRICHED,OKCoinJapan,,,Investor,,,,Private,,,,Generalist,,,0,05/09/2025 01:23,,05/09/2025 01:23,,OKCoinJapan,,2482,participant
,TO BE ENRICHED,OKEx Blockdream Ventures,,,Investor,,,,Private,,,,Generalist,,,0,05/09/2025 01:23,,05/09/2025 01:23,,OKEx Blockdream Ventures,,1612,participant
,TO BE ENRICHED,OKX Ventures,,,Investor,,,,Private,,,,Generalist,,,0,05/09/2025 01:23,,05/09/2025 01:23,,OKX Ventures,,"3147, 3358","lead, participant"
,TO BE ENRICHED,OKX Ventures.,,,Investor,,,,Private,,,,Generalist,,,0,05/09/2025 01:23,,05/09/2025 01:23,,OKX Ventures.,,2482,participant
,TO BE ENRICHED,OMERS Ventures,,,Investor,,,,Private,,,,Generalist,,,0,05/09/2025 01:23,,05/09/2025 01:23,,OMERS Ventures,,3526,participant
,IMPORTED,OasisVR,,,Strategic / CVC,2018,China,Eastern Asia,Private,Gaming (Content Development/Publishing),VR/AR,,Generalist,,,0,05/09/2025 01:23,,05/09/2025 01:23,,"OasisVR, China, Eastern Asia",https://store.steampowered.com/app/1163130/Oasis_VR/,86,TARGET
,IMPORTED,Ocean Drive Studio,,,Strategic / CVC,2019,South Korea,Eastern Asia,Private,Gaming (Content Development/Publishing),PC/Console,,Generalist,,,0,05/09/2025 01:23,,05/09/2025 01:23,,"Ocean Drive Studio, South Korea, Eastern Asia",https://oceandrive.studio/,2683,TARGET
,TO BE ENRICHED,Oceans Ventures,,,Investor,,,,Private,,,,Generalist,,,0,05/09/2025 01:23,,05/09/2025 01:23,,Oceans Ventures,,2274,participant
,TO BE ENRICHED,Octava,,,Investor,,,,Private,,,,Generalist,,,0,05/09/2025 01:23,,05/09/2025 01:23,,Octava,,1186,participant
,TO BE ENRICHED,Oculus co-founder Nate Mitchell,,,Investor,,,,Private,,,,Generalist,,,0,05/09/2025 01:23,,05/09/2025 01:23,,Oculus co-founder Nate Mitchell,,3248,participant
,IMPORTED,Odyssey Interactive,,,Strategic / CVC,2020,Canada,North America,Private,Gaming (Content Development/Publishing),Multiplatform/Web,,Generalist,,,0,05/09/2025 01:23,,05/09/2025 01:23,,"Odyssey Interactive, Canada, North America",,373,TARGET
,IMPORTED,Offworld Industries,,,Strategic / CVC,2014,Canada,North America,Private,Gaming (Content Development/Publishing),PC/Console,,Generalist,,,1,05/09/2025 01:23,,05/09/2025 01:23,,"Offworld Industries, Canada, North America",https://www.offworldindustries.com/,1862,TARGET
,IMPORTED,Old Glory Studios,,,Strategic / CVC,2023,USA,North America,Private,Gaming (Content Development/Publishing),PC/Console,,Generalist,,,0,05/09/2025 01:23,,05/09/2025 01:23,,"Old Glory Studios, USA, North America",https://oldglorystudios.us/,3827,TARGET
,IMPORTED,Omaken Sports,,,Strategic / CVC,2020,Norway,Nordic Countries,Private,Esports,Esports,,Generalist,,,1,05/09/2025 01:23,,05/09/2025 01:23,,"Omaken Sports, Norway, Nordic Countries",,807,TARGET
,IMPORTED,Omeda Studios,,,Strategic / CVC,2020,United Kingdom,British Isles,Private,Gaming (Content Development/Publishing),Multiplatform/Web,,Generalist,,,0,05/09/2025 01:23,,05/09/2025 01:23,,"Omeda Studios, United Kingdom, British Isles",https://predecessorgame.com/,2171,TARGET
